P,1,0,1,2,3,4,5,0.00139594078064,0.00142693519592,0.00188899040222,0.00244188308716,0.00304102897644,0.000210046768188,0.000219821929932,0.000256061553955,0.000294208526611,0.000355005264282
P,1,1,1,2,3,4,5,0.000979900360107,0.00133204460144,0.0019268989563,0.00231313705444,0.00292611122131,0.000170946121216,0.000205993652344,0.000247001647949,0.000327825546265,0.000319004058838
P,2,0,1,2,3,4,5,0.0428049564362,0.0811140537262,0.190601825714,0.436122894287,0.970247983932,0.000204086303711,0.000233173370361,0.000270128250122,0.000342130661011,0.000427007675171
P,2,1,1,2,3,4,5,0.0264368057251,0.0845258235931,0.250115156174,0.678957939148,1.79099082947,0.000185966491699,0.000223875045776,0.000284910202026,0.000365018844604,0.000465869903564
P,2,2,1,2,3,4,5,0.0112450122833,0.0352280139923,0.113252162933,0.311982870102,0.783128023148,0.000166893005371,0.000223159790039,0.000282049179077,0.000341176986694,0.000438928604126
P,3,0,1,2,3,4,5,0.0356578826904,0.152952194214,0.59081196785,1.80278301239,4.82963609695,0.000372171401978,0.000331878662109,0.000494003295898,0.000741958618164,0.00107908248901
P,3,1,1,2,3,4,5,0.0417921543121,0.323030948639,1.38095188141,6.9884428978,33.9070420265,0.000251054763794,0.000364065170288,0.000587940216064,0.000926971435547,0.00148320198059
P,3,2,1,2,3,4,5,0.0248560905457,0.255223989487,1.85063290596,12.6228950024,54.2054769993,0.000250101089478,0.000444889068604,0.000580072402954,0.00095796585083,0.00148105621338
P,3,3,1,2,3,4,5,0.0214629173279,0.0860350131989,0.379152059555,1.28380298615,4.06273317337,0.000237941741943,0.000335931777954,0.000536918640137,0.00074315071106,0.00109505653381
P-,1,0,1,2,3,4,5,8.79764556885e-05,4.88758087158e-05,5.60283660889e-05,5.3882598877e-05,5.29289245605e-05,0.000133991241455,0.000149011611938,0.000169038772583,0.000190019607544,0.0002121925354
P-,1,1,1,2,3,4,5,0.000327110290527,5.31673431396e-05,3.81469726562e-05,3.60012054443e-05,3.48091125488e-05,9.60826873779e-05,0.000118017196655,0.000150918960571,0.000174999237061,0.00020694732666
P-,2,0,1,2,3,4,5,3.50475311279e-05,3.60012054443e-05,3.50475311279e-05,3.60012054443e-05,3.50475311279e-05,0.000157117843628,0.000195980072021,0.000252962112427,0.000325918197632,0.000414848327637
P-,2,1,1,2,3,4,5,0.0386369228363,0.0951578617096,0.279917001724,0.727756977081,1.80437088013,0.000188827514648,0.000224113464355,0.000284910202026,0.000365972518921,0.000464200973511
P-,2,2,1,2,3,4,5,0.000360012054443,8.41617584229e-05,5.60283660889e-05,5.29289245605e-05,5.10215759277e-05,0.000112056732178,0.000147819519043,0.000185012817383,0.000237941741943,0.000308036804199
P-,3,0,1,2,3,4,5,5.00679016113e-05,4.00543212891e-05,3.91006469727e-05,3.91006469727e-05,3.91006469727e-05,0.000233173370361,0.000318050384521,0.000479936599731,0.000732898712158,0.00110197067261
P-,3,1,1,2,3,4,5,0.0470027923584,0.18762588501,0.828866004944,2.74119997025,8.79682803154,0.00023889541626,0.000348091125488,0.000555038452148,0.000890970230103,0.00149393081665
P-,3,2,1,2,3,4,5,0.042741060257,0.172622919083,0.743093013763,2.55294108391,7.62004804611,0.000242948532104,0.000343084335327,0.000532150268555,0.000849008560181,0.00134301185608
P-,3,3,1,2,3,4,5,0.000452995300293,8.98838043213e-05,6.07967376709e-05,5.50746917725e-05,5.60283660889e-05,0.000135183334351,0.000212907791138,0.000303983688354,0.000455141067505,0.000691890716553
